instancia,lucro_guloso,lucro_sa,tempo_guloso_ms,tempo_sa_ms,tempo_total_ms
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.2_eps_0.1_s_300\test.in,983436,983436,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.2_eps_0_s_100\test.in,1007533,1007533,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.2_eps_0_s_200\test.in,1016364,1016364,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.2_eps_0_s_300\test.in,1024864,1024864,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.2_eps_1e-05_s_100\test.in,1007696,1007696,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.2_eps_1e-05_s_200\test.in,1015886,1015886,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.2_eps_1e-05_s_300\test.in,1023686,1023686,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_0.0001_s_100\test.in,1008275,1008275,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_0.0001_s_200\test.in,1016623,1016623,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_0.0001_s_300\test.in,1025548,1025548,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_0.001_s_100\test.in,1007967,1007967,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_0.001_s_200\test.in,1016006,1016006,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_0.001_s_300\test.in,1023996,1023996,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_0.01_s_100\test.in,1005067,1005067,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_0.01_s_200\test.in,1014021,1014021,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_0.01_s_300\test.in,1021399,1021399,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_0.1_s_100\test.in,991474,991474,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_0.1_s_200\test.in,992630,992630,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_0.1_s_300\test.in,988960,988960,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_0_s_100\test.in,1009047,1009047,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_0_s_200\test.in,1016911,1016911,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_0_s_300\test.in,1026458,1026458,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_1e-05_s_100\test.in,1009267,1009267,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_1e-05_s_200\test.in,1018533,1018533,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_10_f_0.3_eps_1e-05_s_300\test.in,1026085,1026085,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_0.0001_s_100\test.in,1009141,1009141,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_0.0001_s_200\test.in,1019549,1019549,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_0.0001_s_300\test.in,1029447,1029447,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_0.001_s_100\test.in,1008724,1008724,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_0.001_s_200\test.in,1016580,1016580,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_0.001_s_300\test.in,1026127,1026127,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_0.01_s_100\test.in,1002716,1004668,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_0.01_s_200\test.in,1011684,1011684,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_0.01_s_300\test.in,1017057,1017057,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_0.1_s_100\test.in,910398,910398,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_0.1_s_200\test.in,933449,933449,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_0.1_s_300\test.in,924057,924057,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_0_s_100\test.in,1008922,1008922,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_0_s_200\test.in,1019830,1019830,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_0_s_300\test.in,1027995,1027995,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_1e-05_s_100\test.in,1009890,1009890,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_1e-05_s_200\test.in,1016779,1016779,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.1_eps_1e-05_s_300\test.in,1028562,1028562,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_0.0001_s_100\test.in,1010232,1010232,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_0.0001_s_200\test.in,1019899,1019899,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_0.0001_s_300\test.in,1030163,1030163,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_0.001_s_100\test.in,1009738,1009738,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_0.001_s_200\test.in,1018752,1018752,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_0.001_s_300\test.in,1027225,1027225,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_0.01_s_100\test.in,1007106,1007106,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_0.01_s_200\test.in,1014055,1014055,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_0.01_s_300\test.in,1018944,1018944,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_0.1_s_100\test.in,929866,929866,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_0.1_s_200\test.in,935353,935353,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_0.1_s_300\test.in,955955,955955,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_0_s_100\test.in,1010412,1010412,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_0_s_200\test.in,1020213,1020213,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_0_s_300\test.in,1030229,1030229,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_1e-05_s_100\test.in,1009903,1009903,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_1e-05_s_200\test.in,1018804,1018804,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.2_eps_1e-05_s_300\test.in,1027405,1027405,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_0.0001_s_100\test.in,1010409,1010409,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_0.0001_s_200\test.in,1020464,1020464,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_0.0001_s_300\test.in,1032461,1032461,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_0.001_s_100\test.in,1010770,1010770,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_0.001_s_200\test.in,1020442,1020442,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_0.001_s_300\test.in,1027945,1027945,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_0.01_s_100\test.in,1006411,1006411,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_0.01_s_200\test.in,1016351,1016351,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_0.01_s_300\test.in,1022647,1022647,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_0.1_s_100\test.in,962863,962863,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_0.1_s_200\test.in,954485,954485,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_0.1_s_300\test.in,961297,961297,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_0_s_100\test.in,1010190,1010190,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_0_s_200\test.in,1020742,1020742,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_0_s_300\test.in,1032161,1032161,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_1e-05_s_100\test.in,1009904,1009904,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_1e-05_s_200\test.in,1020889,1020889,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_14_f_0.3_eps_1e-05_s_300\test.in,1026979,1026979,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_0.0001_s_100\test.in,504095,504095,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_0.0001_s_200\test.in,508783,508783,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_0.0001_s_300\test.in,512525,512525,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_0.001_s_100\test.in,505082,505082,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_0.001_s_200\test.in,508940,508940,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_0.001_s_300\test.in,513003,513003,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_0.01_s_100\test.in,513710,513710,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_0.01_s_200\test.in,517989,517989,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_0.01_s_300\test.in,522134,522134,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_0.1_s_100\test.in,603977,603977,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_0.1_s_200\test.in,607237,607237,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_0.1_s_300\test.in,612511,612511,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_0_s_100\test.in,503909,503909,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_0_s_200\test.in,508007,508007,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_0_s_300\test.in,513332,513332,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_1e-05_s_100\test.in,504243,504243,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_1e-05_s_200\test.in,508590,508590,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.1_eps_1e-05_s_300\test.in,512312,512312,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_0.0001_s_100\test.in,509094,509094,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_0.0001_s_200\test.in,515156,515156,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_0.0001_s_300\test.in,524116,524116,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_0.001_s_100\test.in,508776,508776,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_0.001_s_200\test.in,518008,518008,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_0.001_s_300\test.in,525564,525564,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_0.01_s_100\test.in,517967,517967,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_0.01_s_200\test.in,526235,526235,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_0.01_s_300\test.in,533228,533228,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_0.1_s_100\test.in,608360,608360,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_0.1_s_200\test.in,615577,615577,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_0.1_s_300\test.in,625608,625608,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_0_s_100\test.in,508301,508301,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_0_s_200\test.in,516872,516872,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_0_s_300\test.in,525141,525141,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_1e-05_s_100\test.in,508397,508397,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_1e-05_s_200\test.in,516775,516775,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.2_eps_1e-05_s_300\test.in,524762,524762,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_0.0001_s_100\test.in,513032,513032,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_0.0001_s_200\test.in,523955,523955,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_0.0001_s_300\test.in,537148,537148,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_0.001_s_100\test.in,513557,513557,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_0.001_s_200\test.in,525521,525521,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_0.001_s_300\test.in,537176,537176,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_0.01_s_100\test.in,521597,521597,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_0.01_s_200\test.in,535298,535298,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_0.01_s_300\test.in,545071,545071,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_0.1_s_100\test.in,612319,612319,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_0.1_s_200\test.in,624828,624828,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_0.1_s_300\test.in,635025,635025,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_0_s_100\test.in,512760,512760,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_0_s_200\test.in,523625,523625,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_0_s_300\test.in,534490,534490,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_1e-05_s_100\test.in,511972,511972,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_1e-05_s_200\test.in,522732,522732,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_2_f_0.3_eps_1e-05_s_300\test.in,536522,536522,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_0.0001_s_100\test.in,977509,977509,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_0.0001_s_200\test.in,983835,983835,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_0.0001_s_300\test.in,991101,991101,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_0.001_s_100\test.in,974106,974106,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_0.001_s_200\test.in,980017,980017,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_0.001_s_300\test.in,983968,983968,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_0.01_s_100\test.in,965696,965696,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_0.01_s_200\test.in,981148,981148,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_0.01_s_300\test.in,987812,987812,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_0.1_s_100\test.in,954663,954663,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_0.1_s_200\test.in,959802,959802,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_0.1_s_300\test.in,933025,933025,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_0_s_100\test.in,974796,974796,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_0_s_200\test.in,981998,981998,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_0_s_300\test.in,987046,987046,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_1e-05_s_100\test.in,975832,975832,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_1e-05_s_200\test.in,982146,982146,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.1_eps_1e-05_s_300\test.in,988690,988690,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_0.0001_s_100\test.in,981588,981588,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_0.0001_s_200\test.in,993253,993253,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_0.0001_s_300\test.in,1002992,1002992,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_0.001_s_100\test.in,1003964,1003964,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_0.001_s_200\test.in,983551,983551,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_0.001_s_300\test.in,991964,991964,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_0.01_s_100\test.in,980177,980177,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_0.01_s_200\test.in,990172,990172,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_0.01_s_300\test.in,1009534,1009534,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_0.1_s_100\test.in,989881,989881,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_0.1_s_200\test.in,936308,936308,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_0.1_s_300\test.in,975660,975660,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_0_s_100\test.in,978894,978894,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_0_s_200\test.in,988734,988734,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_0_s_300\test.in,998103,998103,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_1e-05_s_100\test.in,979686,979686,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_1e-05_s_200\test.in,989794,989794,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.2_eps_1e-05_s_300\test.in,996697,996697,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_0.0001_s_100\test.in,985849,985849,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_0.0001_s_200\test.in,999688,999688,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_0.0001_s_300\test.in,1009171,1009171,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_0.001_s_100\test.in,1004833,1004833,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_0.001_s_200\test.in,993768,993768,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_0.001_s_300\test.in,1008041,1008041,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_0.01_s_100\test.in,974495,974495,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_0.01_s_200\test.in,999462,999462,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_0.01_s_300\test.in,1009012,1009012,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_0.1_s_100\test.in,962874,962874,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_0.1_s_200\test.in,975176,975176,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_0.1_s_300\test.in,1012896,1012896,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_0_s_100\test.in,983134,983134,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_0_s_200\test.in,997859,997859,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_0_s_300\test.in,1013867,1013867,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_1e-05_s_100\test.in,982829,982829,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_1e-05_s_200\test.in,997482,997482,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_1000000_g_6_f_0.3_eps_1e-05_s_300\test.in,1008989,1008989,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_100000000_g_10_f_0.1_eps_0.0001_s_100\test.in,99986432,99986432,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_100000000_g_10_f_0.1_eps_0.0001_s_200\test.in,99938836,99938836,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_100000000_g_10_f_0.1_eps_0.0001_s_300\test.in,99880225,99880225,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_800_c_100000000_g_10_f_0.1_eps_0.001_s_100\test.in,99903097,99903097,0,1,1
